2017-02-19 00:50:58,908 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: br.com.livro:carros:0.0.1-SNAPSHOT @ C:\Users\Thiago\Desktop\Carros\pom.xml.
2017-02-27 01:14:40,645 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:14:43,603 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:43,605 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:14:43,607 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:43,608 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:14:47,151 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:47,153 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:14:47,156 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:47,157 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:14:50,628 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:50,630 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:14:50,631 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:14:50,632 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:09,330 [Worker-56] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:09,332 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:09,334 [Worker-56] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:09,337 [Worker-56] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:15,336 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:15,338 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:15,340 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:15,341 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:18,016 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:18,018 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:18,020 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:18,021 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:27,415 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:27,418 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:27,419 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:27,420 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:36,151 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:36,153 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:36,155 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:36,156 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:41,596 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:41,598 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:41,600 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:41,601 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:47,285 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:47,287 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:47,289 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:47,290 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:15:57,536 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:57,538 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:15:57,539 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:15:57,540 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:16:14,450 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:14,452 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:16:14,453 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:14,454 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:16:31,739 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:31,741 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:16:31,742 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:31,744 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:16:39,376 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:39,378 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:16:39,379 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:39,380 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:16:50,942 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:50,944 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:16:50,946 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:16:50,947 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:17:02,211 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:02,213 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:17:02,215 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:02,217 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:17:06,376 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:06,377 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:17:06,379 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:06,380 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:17:16,492 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:16,495 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:17:16,496 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:16,497 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:17:55,947 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:55,949 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:17:55,951 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:17:55,952 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:18:18,375 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:18,377 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:18:18,378 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:18,379 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:18:24,036 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:24,038 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:18:24,040 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:24,041 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:18:26,932 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:26,934 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:18:26,936 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:18:26,937 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:05,677 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:05,682 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:05,685 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:05,686 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:14,239 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:14,241 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:14,243 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:14,246 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:26,726 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:26,728 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:26,730 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:26,731 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:32,408 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:32,409 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:32,411 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:32,412 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:38,613 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:38,615 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:38,617 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:38,618 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:19:47,752 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:47,754 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:19:47,756 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:19:47,757 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:20:05,449 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:05,451 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:20:05,452 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:05,453 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:20:15,278 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:15,279 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:20:15,281 [Worker-59] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:15,282 [Worker-59] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:20:30,756 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:30,758 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:20:30,759 [Worker-55] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:30,760 [Worker-55] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:20:40,521 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:40,522 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:20:40,524 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:40,525 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:20:50,133 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:50,135 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:20:50,137 [Worker-50] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:20:50,138 [Worker-50] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:21:15,446 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:21:15,449 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-02-27 01:21:15,452 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:21:15,454 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:23:44,913 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:23:44,916 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-02-27 01:23:44,925 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:23:44,926 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:25:07,699 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:25:07,701 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-02-27 01:25:07,704 [Worker-60] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:25:07,705 [Worker-60] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:25:37,684 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:25:37,686 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:25:37,687 [Worker-58] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:25:37,688 [Worker-58] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:26:33,531 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:26:33,532 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-02-27 01:26:33,533 [Worker-54] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:26:33,535 [Worker-54] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:29:20,087 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:29:20,136 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:29:20,180 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:29:20,182 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:32:48,399 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:32:48,409 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:32:48,411 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:32:48,431 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:33:52,016 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:33:52,018 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-27 01:33:52,020 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:33:52,021 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:36:57,458 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:36:57,465 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-02-27 01:36:57,472 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-27 01:36:57,473 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-27 01:39:31,470 [Worker-25] ERROR o.e.m.j.i.l.MavenLaunchConfigurationListener - Launch configuration BaseDAO references non-existing project Carros.
org.eclipse.core.runtime.CoreException: Launch configuration BaseDAO references non-existing project Carros.
	at org.eclipse.jdt.launching.JavaRuntime.abort(JavaRuntime.java:1408) ~[org.eclipse.jdt.launching_3.8.101.v20161111-2014.jar:na]
	at org.eclipse.jdt.launching.JavaRuntime.getJavaProject(JavaRuntime.java:1283) ~[org.eclipse.jdt.launching_3.8.101.v20161111-2014.jar:na]
	at org.eclipse.m2e.jdt.internal.launch.MavenLaunchConfigurationListener.updateLaunchConfiguration(MavenLaunchConfigurationListener.java:53) [org.eclipse.m2e.jdt_1.7.0.20160603-1933.jar:na]
